snapshot_id,timestamp,community_id,lifecycle_id,stage,member_count,age,avg_log_return,relative_return,volume_expansion,breadth,coherence,avg_community_confidence,member_inflow,member_outflow,edge_birth_count,edge_birth_rate,edge_death_count,edge_death_rate,cross_resolution_support,members,internal_edge_count,member_count_delta,breadth_delta,coherence_delta,relative_return_delta,rotation_in_score,rotation_out_score
snapshot_0000,2026-03-12 19:45:00+00:00,3,L0004,birth,32,1,-0.0016876131994649768,-1.6354068065993488e-05,1.707126259803772,0.4375,0.4395135859916876,0.5436718463897705,32,32,23,0.046370967741935484,43,0.38738738738738737,0.011566265060240964,"A,AAL,AAT,ABNB,ACET,ACHV,ACN,ACRS,ACVA,ADAG,ADBE,ADP,ADSK,ADT,AEG,AEO,AER,AFYA,AGCC,AGEN,AGM,AGO,AGPU,AHRT,AII,AIV,ALC,ALLY,AMCI,AMCX,AMH,AMN",111,0.0,0.0,0.0,0.0,-0.05515871304153535,0.5575145663148633
snapshot_0000,2026-03-12 19:45:00+00:00,4,L0005,birth,29,1,-0.0006047344650141895,0.0011204364709556103,1.8725438117980957,0.5862068965517241,0.4887965512725542,0.5195360779762268,29,29,17,0.04187192118226601,38,0.3584905660377358,0.0061068702290076335,"ABAT,ABEO,ABM,ABR,ABSI,ABUS,ACAD,ACHR,ACRE,ADAM,ADI,ADPT,ADUR,AEBI,AFRM,AG,AGIO,AGNC,AI,AIOT,ALH,ALHC,ALLT,ALM,ALV,AMBP,AMCR,AME,AMLX",106,0.0,0.0,0.0,0.0,0.22838804760636788,0.25151667162465335
snapshot_0000,2026-03-12 19:45:00+00:00,5,L0006,birth,46,1,-0.0016030583065003157,0.00012211249850224704,1.6678860187530518,0.2608695652173913,0.45552805107500816,0.6969919800758362,46,13,41,0.03961352657004831,61,0.2824074074074074,0.018378378378378378,"AARD,AAUC,ABBV,ABEV,ABG,ABT,ACA,ACDC,ACEL,ACGL,ACHC,ACI,ACIC,ACM,ACOG,AD,ADC,ADMA,AEE,AENT,AEP,AES,AEXA,AFG,AFJK,AFL,AHCO,AHR,AIG,AIRG,AIZ,AJG,AKR,ALCO,ALGN,ALKS,ALL,ALLE,ALNY,ALOT,ALSN,ALTO,ALX,AM,AMBQ,AMGN",216,0.0,0.0,0.0,0.0,-0.1217099748863239,-0.254593269589242
snapshot_0000,2026-03-12 19:45:00+00:00,6,L0007,birth,61,1,-0.0020440914668142796,-0.0003189209382981062,1.678295612335205,0.32786885245901637,0.5239706132216945,0.7691690921783447,61,24,107,0.058469945355191254,136,0.35883905013192613,0.033780160857908845,"AA,AAMI,AAOI,AAON,AAP,AAPL,ABCL,ABX,ACB,ACLS,ACMR,ACNB,ACR,ACU,ADEA,ADM,ADTN,ADUS,AEC,AEHR,AEIS,AEM,AERO,AESI,AEVA,AEYE,AGBK,AGCO,AGI,AGMB,AGRO,AGX,AIN,AIP,AIR,AIRJ,AIRO,AIRS,AIT,AKAM,AKTS,ALAB,ALB,ALGM,ALGT,ALK,ALKT,ALMS,ALMU,ALNT,ALOY,ALRS,ALTG,ALVO,AMAT,AMBA,AMD,AMKR,AMP,AMPG,QQQ",379,0.0,0.0,0.0,0.0,0.2218570835639185,0.3136195300262544
snapshot_0000,2026-03-12 19:45:00+00:00,10,L0011,birth,21,1,0.003767000511288643,0.005245719105005264,1.4991528987884521,0.5714285714285714,0.4125832196857248,0.4477071166038513,21,21,4,0.01904761904761905,13,0.23214285714285715,0.005581395348837209,"ABCB,ABVX,ACCO,ACIW,ACNT,ACT,ACTG,ADNT,ADSE,ADV,AFCG,AFRI,AGL,AGYS,AKO-B,ALAR,ALG,ALRM,AMAL,AMG,AMPH",56,0.0,0.0,0.0,0.0,-0.27337644324242677,-0.8680574983765293
snapshot_0001,2026-03-13 13:30:00+00:00,2,L0006,confirmation,51,2,0.015070993453264236,0.00642456253990531,-0.2513670325279236,0.9607843137254902,0.5164189307616024,0.7070668339729309,18,51,23,0.01803921568627451,110,0.4247104247104247,0.01601423487544484,"A,AARD,ABBV,ABCB,ABEV,ABG,ABT,ACA,ACCO,ACEL,ACET,ACGL,ACI,ACM,ACRS,ADAG,ADC,ADMA,ADP,ADSK,AEE,AEP,AER,AES,AEXA,AFG,AFL,AFYA,AGEN,AGM,AHCO,AHR,AIG,AIRG,AIZ,AJG,AKAM,ALGN,ALKS,ALL,ALLE,ALMS,ALSN,ALV,ALVO,ALX,AM,AMBQ,AMGN,AMH,AMKR",259,5.0,0.699914748508099,0.060890879686594235,0.006302450041403063,0.3639335676029013,-0.28724048776382705
snapshot_0001,2026-03-13 13:30:00+00:00,5,L0007,confirmation,53,2,0.01798059418797493,0.009161234833300114,-0.11302431672811508,0.9811320754716981,0.5641197433167158,0.7063140273094177,16,53,47,0.034107402031930335,109,0.3395638629283489,0.027642276422764227,"AA,AAL,AAON,AAP,ABAT,ABM,ACB,ACHR,ACMR,ACNB,ACTG,ACU,AD,ADEA,ADI,ADM,ADPT,ADTN,ADUR,AEHR,AEIS,AEVA,AGBK,AGCO,AGL,AGMB,AGPU,AGRO,AGX,AGYS,AI,AII,AIP,AIR,AIRJ,AIRO,AIT,AKTS,ALAB,ALB,ALGM,ALGT,ALHC,ALK,ALKT,ALMU,ALNT,ALRS,AMAT,AMCR,AMD,AMPG,QQQ",321,-8.0,0.6532632230126818,0.0401491300950213,0.00948015577159822,0.769648772293275,-0.40245629820895434
snapshot_0001,2026-03-13 13:30:00+00:00,4,L0016,birth,39,1,-0.01258048601448536,-0.020495299249887466,0.1437244713306427,0.1282051282051282,0.4388494632401309,0.731535017490387,39,8,39,0.05263157894736842,44,0.24175824175824176,0.017266187050359715,"AAOI,AAPL,AAUC,ABUS,ABX,ACDC,ACHC,ACIC,ACLS,ACNT,ACR,ADBE,AEBI,AEC,AEM,AENT,AERO,AESI,AFCG,AFJK,AG,AGI,AGIO,AIRS,AKO-B,ALAR,ALC,ALCO,ALG,ALM,ALNY,ALOT,ALOY,ALTG,ALTO,AMAL,AMBP,AMCI,AMPH",182,0.0,0.0,0.0,0.0,-0.0010395960208592903,0.2664971725306998
snapshot_0001,2026-03-13 13:30:00+00:00,11,L0017,birth,28,1,0.007553515490144491,-0.0009508655639365315,-0.34939664602279663,0.8928571428571429,0.458707066377004,0.49696558713912964,28,28,8,0.021164021164021163,29,0.32222222222222224,0.00721442885771543,"AAMI,AAT,ABEO,ABR,ABVX,ACAD,ACHV,ACRE,ACT,ACVA,ADAM,ADSE,ADT,ADUS,AEG,AEO,AGCC,AGNC,AGO,AHRT,AIN,AIV,AKR,ALLY,AMCX,AME,AMLX,AMN",90,0.0,0.0,0.0,0.0,-0.7435984188000558,0.2600194123019628
snapshot_0001,2026-03-13 13:30:00+00:00,14,L0018,birth,18,1,0.019556695595383644,0.011227302253246307,-0.23247313499450684,0.9444444444444444,0.5182756708379377,0.43043071031570435,18,18,3,0.0196078431372549,23,0.40350877192982454,0.008933002481389578,"ABCL,ABNB,ABSI,ACIW,ACN,ACOG,ADNT,ADV,AEYE,AFRI,AFRM,AIOT,ALH,ALLT,ALRM,AMBA,AMG,AMP",57,0.0,0.0,0.0,0.0,-0.388944325075261,0.16318020114011944
snapshot_0002,2026-03-13 13:45:00+00:00,3,L0016,confirmation,39,2,0.0006449930951930583,0.0024762561079114676,-0.4547874331474304,0.41025641025641024,0.4396427060016478,0.7747420072555542,8,4,32,0.043184885290148446,32,0.16161616161616163,0.017266187050359715,"AAOI,AAUC,ABR,ABUS,ABX,ACDC,ACHC,ACIC,ACLS,ACR,ACRE,ADBE,ADUS,AEBI,AEM,AENT,AERO,AESI,AEXA,AFCG,AFRI,AG,AGI,AGIO,AGPU,ALAR,ALC,ALCO,ALM,ALNT,ALNY,ALOT,ALOY,ALRM,ALTO,AMAL,AMBP,AMCI,AMPH",198,0.0,0.28205128205128205,0.0007932427615168769,0.022971555357798934,1.4826796337897687,-1.4244035903881855
snapshot_0002,2026-03-13 13:45:00+00:00,1,L0019,birth,32,1,-0.0014628191711381078,0.0005721044726669788,-0.7227902412414551,0.1875,0.48780008658622076,0.4932675361633301,32,32,10,0.020161290322580645,22,0.21359223300970873,0.01094890510948905,"A,AAPL,AARD,ABBV,ABM,ABT,ABVX,ACCO,ACEL,ACIW,ACM,ACN,ACNT,ACTG,ADAM,ADI,ADSK,ADV,AEC,AGM,AGNC,AIRG,AJG,ALG,ALGN,ALKS,ALV,AMCR,AMCX,AME,AMGN,AMLX",103,0.0,0.0,0.0,0.0,-0.66596166651759,0.15799300012356887
snapshot_0002,2026-03-13 13:45:00+00:00,4,L0020,birth,18,1,-0.007985817268490791,-0.006118646822869778,-0.5272958874702454,0.1111111111111111,0.5520015587893928,0.584134042263031,18,18,2,0.013071895424836602,42,0.5121951219512195,0.012209302325581395,"AAON,ACNB,ACU,ADTN,AEHR,AEVA,AGMB,AGX,AIP,AIR,AIRO,AIT,ALB,ALGT,ALK,ALMU,ALVO,AMD",82,0.0,0.0,0.0,0.0,-0.4554081768805577,0.7480420076910524
snapshot_0002,2026-03-13 13:45:00+00:00,7,L0021,birth,28,1,-0.006012368481606245,-0.00391180207952857,-0.5784298777580261,0.2857142857142857,0.457619074074661,0.5475569367408752,28,9,8,0.021164021164021163,14,0.13725490196078433,0.015286624203821656,"AAT,ACGL,ACI,ACT,ADC,ADM,ADP,AEE,AEG,AEP,AER,AES,AFG,AFJK,AFL,AGO,AGRO,AHRT,AIG,AIV,AIZ,AKO-B,ALL,ALLE,ALX,AM,AMBQ,AMH",102,0.0,0.0,0.0,0.0,-0.29545466539472887,-0.0429961358387284
snapshot_0002,2026-03-13 13:45:00+00:00,13,L0022,birth,37,1,-0.014909815043210983,-0.012866020202636719,-0.5639025568962097,0.0,0.5104425046807048,0.6150970458984375,37,8,35,0.052552552552552555,48,0.27586206896551724,0.011267605633802818,"AAL,AAP,AAPG,ABCB,ABEO,ABG,ABNB,ACA,ACAD,ACHV,ACOG,ACRS,ACVA,AD,ADAG,ADMA,ADNT,ADSE,ADT,AEO,AGCC,AGCO,AGL,AI,AII,AIN,AIRJ,AIRS,AKAM,AKR,ALLY,ALRS,ALSN,ALTG,AMG,AMN,AMP",174,0.0,0.0,0.0,0.0,-0.40242064305494596,0.5589042647045148
snapshot_0002,2026-03-13 13:45:00+00:00,14,L0023,birth,36,1,0.0011136580724269152,0.0032142242416739464,-0.5196702480316162,0.5,0.5789335663682722,0.6904613375663757,36,36,24,0.0380952380952381,32,0.15763546798029557,0.01671309192200557,"AA,AAMI,ABAT,ABCL,ABEV,ABSI,ACB,ACET,ACHR,ACMR,ADEA,ADPT,ADUR,AEIS,AEYE,AFRM,AFYA,AGBK,AGEN,AGYS,AHCO,AHR,AIOT,AKTS,ALAB,ALGM,ALH,ALHC,ALKT,ALLT,ALMS,AMAT,AMBA,AMKR,AMPG,QQQ",203,0.0,0.0,0.0,0.0,0.336565518058055,0.0024604537077776434
snapshot_0003,2026-03-13 14:00:00+00:00,2,L0016,maturity,36,3,-0.002754972083494067,-0.00046946233487688005,-0.37803179025650024,0.2777777777777778,0.4360076789181311,0.7744835019111633,1,6,27,0.04285714285714286,33,0.1813186813186813,0.017647058823529415,"AAOI,AAUC,ABR,ABUS,ABX,ACDC,ACHC,ACIC,ACLS,ACR,ADBE,ADUS,AEM,AERO,AESI,AEXA,AFCG,AFRI,AG,AGI,AGIO,AGPU,ALAR,ALC,ALCO,ALM,ALNT,ALNY,ALOT,ALOY,ALTO,AMAL,AMBP,AMCI,AMCX,AMPH",182,-3.0,-0.13247863247863245,-0.0036350270835167064,-0.0029457184427883476,0.0029663849380280327,0.19199869069111836
