graph_layer,factor_name,label_horizon,label_variant,sample_size,rank_ic,top_decile_mean,bottom_decile_mean,top_bottom_spread,top_decile_hit_rate,layer_role,score,confidence_bucket,research_action
large_trade_alignment_graph,community_avg_weight_feature,5m,core_weighted,49,0.3456520794291257,-0.0006295324118879,-0.0039164852430012,0.0032869528311132,0.5,sparse_event_flag,0.5872525148864556,ignore,ignore_sparse
large_trade_alignment_graph,community_avg_weight_feature,5m,equal_weight,49,0.3438028485093087,-0.0006223786619065,-0.0036544471087435,0.0030320684468369,0.5,sparse_event_flag,0.5841107270225958,ignore,ignore_sparse
large_trade_alignment_graph,community_avg_weight_feature,5m,member_weight,49,0.3438028485093087,-0.0006223786619065,-0.0036544471087435,0.0030320684468369,0.5,sparse_event_flag,0.5841107270225958,ignore,ignore_sparse
large_trade_alignment_graph,community_avg_weight_feature,5m,top10_member,49,0.3438028485093087,-0.0006223786619065,-0.0036544471087435,0.0030320684468369,0.5,sparse_event_flag,0.5841107270225958,ignore,ignore_sparse
large_trade_alignment_graph,community_avg_weight_feature,5m,top5_member,49,0.3438028485093087,-0.0006223786619065,-0.0036544471087435,0.0030320684468369,0.5,sparse_event_flag,0.5841107270225958,ignore,ignore_sparse
large_trade_alignment_graph,community_quality_score,5m,core_weighted,49,0.3225211875411936,-0.0003045412558772,-0.0019964199480838,0.0016918786922066,0.75,sparse_event_flag,0.5479538233953196,ignore,ignore_sparse
large_trade_alignment_graph,community_quality_score,5m,equal_weight,49,0.3093350683560064,-0.0003157276603199,-0.0019807551152227,0.0016650274549028,0.75,sparse_event_flag,0.5255510024260868,ignore,ignore_sparse
large_trade_alignment_graph,community_quality_score,5m,member_weight,49,0.3093350683560064,-0.0003157276603199,-0.0019807551152227,0.0016650274549028,0.75,sparse_event_flag,0.5255510024260868,ignore,ignore_sparse
large_trade_alignment_graph,community_quality_score,5m,top10_member,49,0.3093350683560064,-0.0003157276603199,-0.0019807551152227,0.0016650274549028,0.75,sparse_event_flag,0.5255510024260868,ignore,ignore_sparse
large_trade_alignment_graph,community_quality_score,5m,top5_member,49,0.3093350683560064,-0.0003157276603199,-0.0019807551152227,0.0016650274549028,0.75,sparse_event_flag,0.5255510024260868,ignore,ignore_sparse
large_trade_alignment_graph,community_avg_weight_feature,15m,core_weighted,49,0.2556561746646988,-0.0010972985735968,-0.0019859286895103,0.0008886301159135,0.25,sparse_event_flag,0.4343521721786133,ignore,ignore_sparse
large_trade_alignment_graph,community_avg_weight_feature,15m,equal_weight,49,0.2419410453427228,-0.0010511636873715,-0.0016856496205251,0.0006344859331535,0.25,sparse_event_flag,0.41105057885498664,ignore,ignore_sparse
large_trade_alignment_graph,community_avg_weight_feature,15m,member_weight,49,0.2419410453427228,-0.0010511636873715,-0.0016856496205251,0.0006344859331535,0.25,sparse_event_flag,0.41105057885498664,ignore,ignore_sparse
large_trade_alignment_graph,community_avg_weight_feature,15m,top10_member,49,0.2419410453427228,-0.0010511636873715,-0.0016856496205251,0.0006344859331535,0.25,sparse_event_flag,0.41105057885498664,ignore,ignore_sparse
large_trade_alignment_graph,community_avg_weight_feature,15m,top5_member,49,0.2419410453427228,-0.0010511636873715,-0.0016856496205251,0.0006344859331535,0.25,sparse_event_flag,0.41105057885498664,ignore,ignore_sparse
large_trade_alignment_graph,community_quality_score,1m,core_weighted,49,-0.230064429674628,-0.0004193307629483,-0.0021985811308505,0.0017792503679022,0.5,sparse_event_flag,0.3908725650818664,ignore,ignore_sparse
large_trade_alignment_graph,community_quality_score,1m,equal_weight,49,-0.222522174732128,-0.0003793508122362,-0.0021664022474038,0.0017870514351675,0.5,sparse_event_flag,0.3780585001695038,ignore,ignore_sparse
large_trade_alignment_graph,community_quality_score,1m,member_weight,49,-0.222522174732128,-0.0003793508122362,-0.0021664022474038,0.0017870514351675,0.5,sparse_event_flag,0.3780585001695038,ignore,ignore_sparse
large_trade_alignment_graph,community_quality_score,1m,top10_member,49,-0.222522174732128,-0.0003793508122362,-0.0021664022474038,0.0017870514351675,0.5,sparse_event_flag,0.3780585001695038,ignore,ignore_sparse
large_trade_alignment_graph,community_quality_score,1m,top5_member,49,-0.222522174732128,-0.0003793508122362,-0.0021664022474038,0.0017870514351675,0.5,sparse_event_flag,0.3780585001695038,ignore,ignore_sparse
large_trade_alignment_graph,community_quality_score,15m,core_weighted,49,0.1879919871382331,-0.0008322742255344,-0.0027340621643891,0.0019017879388547,0.5,sparse_event_flag,0.3193927472033807,ignore,ignore_sparse
large_trade_alignment_graph,community_quality_score,30m,core_weighted,48,0.1858123795321649,0.0010094120401167,-0.002903042033825,0.0039124540739418,0.5,sparse_event_flag,0.31405935550603553,ignore,ignore_sparse
large_trade_alignment_graph,community_quality_score,30m,equal_weight,48,0.1824270232197952,0.0010162676050052,-0.0028456690974342,0.0038619367024394,0.5,sparse_event_flag,0.3083374395373685,ignore,ignore_sparse
large_trade_alignment_graph,community_quality_score,30m,member_weight,48,0.1824270232197952,0.0010162676050052,-0.0028456690974342,0.0038619367024394,0.5,sparse_event_flag,0.3083374395373685,ignore,ignore_sparse
large_trade_alignment_graph,community_quality_score,30m,top10_member,48,0.1824270232197952,0.0010162676050052,-0.0028456690974342,0.0038619367024394,0.5,sparse_event_flag,0.3083374395373685,ignore,ignore_sparse
large_trade_alignment_graph,community_quality_score,30m,top5_member,48,0.1824270232197952,0.0010162676050052,-0.0028456690974342,0.0038619367024394,0.5,sparse_event_flag,0.3083374395373685,ignore,ignore_sparse
large_trade_alignment_graph,community_quality_score,15m,equal_weight,49,0.1644416808892022,-0.0008359912413199,-0.0027378087636695,0.0019018175223495,0.5,sparse_event_flag,0.27938148329335005,ignore,ignore_sparse
large_trade_alignment_graph,community_quality_score,15m,member_weight,49,0.1644416808892022,-0.0008359912413199,-0.0027378087636695,0.0019018175223495,0.5,sparse_event_flag,0.27938148329335005,ignore,ignore_sparse
large_trade_alignment_graph,community_quality_score,15m,top10_member,49,0.1644416808892022,-0.0008359912413199,-0.0027378087636695,0.0019018175223495,0.5,sparse_event_flag,0.27938148329335005,ignore,ignore_sparse
large_trade_alignment_graph,community_quality_score,15m,top5_member,49,0.1644416808892022,-0.0008359912413199,-0.0027378087636695,0.0019018175223495,0.5,sparse_event_flag,0.27938148329335005,ignore,ignore_sparse
large_trade_alignment_graph,community_avg_weight_feature,1m,equal_weight,49,0.0913314604287391,0.0003148038580991,-0.0003815403473367,0.0006963442054358,1.0,sparse_event_flag,0.15516941172062979,ignore,ignore_sparse
